[INFO ] [2022-07-10 22:19:04,989] Step 1 - click on My Account Link
[INFO ] [2022-07-11 22:16:23,832] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:25,494] Login - Step 5: Verify error message when inputting incorrect password
[INFO ] [2022-07-11 22:16:25,545] --------------Passed---------------
[INFO ] [2022-07-11 22:16:25,546] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:27,151] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:16:27,204] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:16:27,291] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:31,578] Login - Step 5: Verify Dashboard title
[INFO ] [2022-07-11 22:16:31,614] --------------Passed---------------
[INFO ] [2022-07-11 22:16:31,614] Login - Step 6: Verify Welcome message
[INFO ] [2022-07-11 22:16:31,629] --------------Passed---------------
[INFO ] [2022-07-11 22:16:31,630] Login - Step 7: Verify Contact information
[INFO ] [2022-07-11 22:16:31,641] --------------Passed---------------
[INFO ] [2022-07-11 22:16:31,651] --------------Passed---------------
[INFO ] [2022-07-11 22:16:31,651] Login - Step 8: Click on Acount button on the header
[INFO ] [2022-07-11 22:16:31,873] Login - Step 9: Click on Logout button
[INFO ] [2022-07-11 22:16:33,398] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-11 22:16:34,887] Login - Step 2: Input correct email into email textbox
[INFO ] [2022-07-11 22:16:34,931] Login - Step 3: Input correct password into password textbox
[INFO ] [2022-07-11 22:16:34,982] Login - Step 4: Click on Login button
[INFO ] [2022-07-11 22:16:36,429] Dashboard - Step 1: Click on Account Information
[INFO ] [2022-07-11 22:16:37,409] Account information - Step 1: Edit first name
[INFO ] [2022-07-11 22:16:37,446] Account information - Step 2: Edit last name
[INFO ] [2022-07-11 22:16:37,468] Account information - Step 3: Input current password
[INFO ] [2022-07-11 22:16:37,485] Account information - Step 4: Click on Save button
[INFO ] [2022-07-11 22:16:38,814] Account information - Step 5: Verify success message
[INFO ] [2022-07-11 22:16:38,835] --------------Passed---------------
[INFO ] [2022-07-12 22:34:17,103] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:34:18,601] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:34:18,672] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:34:18,726] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:34:18,974] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:34:19,061] --------------Passed---------------
[INFO ] [2022-07-12 22:34:19,062] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:34:19,199] --------------Failed---------------
[INFO ] [2022-07-12 22:34:19,206] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:34:20,570] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:34:20,622] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:34:20,668] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:34:20,906] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:34:20,938] --------------Failed---------------
[INFO ] [2022-07-12 22:35:09,056] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:35:10,828] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:35:11,064] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:35:11,118] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:35:11,366] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:35:11,415] --------------Passed---------------
[INFO ] [2022-07-12 22:35:11,415] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:35:11,454] --------------Failed---------------
[INFO ] [2022-07-12 22:35:11,464] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:35:12,790] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:35:12,848] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:35:12,905] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:35:13,169] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:35:13,204] --------------Failed---------------
[INFO ] [2022-07-12 22:37:16,729] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:37:18,382] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:37:18,516] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:37:18,739] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:37:19,032] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:37:19,082] --------------Failed---------------
[INFO ] [2022-07-12 22:37:19,082] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:37:19,123] --------------Failed---------------
[INFO ] [2022-07-12 22:37:19,132] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:37:20,994] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:37:21,050] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:37:21,099] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:37:21,353] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:37:21,388] --------------Failed---------------
[INFO ] [2022-07-12 22:38:27,582] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:38:29,338] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:38:29,400] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:38:29,504] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:38:30,105] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:38:30,158] --------------Failed---------------
[INFO ] [2022-07-12 22:38:30,158] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:38:30,201] --------------Failed---------------
[INFO ] [2022-07-12 22:38:30,209] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:38:32,019] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:38:32,076] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:38:32,126] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:38:32,400] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:38:32,443] --------------Failed---------------
[INFO ] [2022-07-12 22:47:16,769] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:47:18,331] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:47:18,390] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:47:18,450] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:47:18,699] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:47:18,749] --------------Failed---------------
[INFO ] [2022-07-12 22:47:18,749] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:47:18,798] --------------Failed---------------
[INFO ] [2022-07-12 22:47:18,805] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:47:20,336] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:47:20,421] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:47:20,485] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:47:20,722] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:47:20,764] --------------Failed---------------
[INFO ] [2022-07-12 22:51:54,397] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:51:56,026] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:51:56,192] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:51:56,393] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:51:56,639] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:51:56,685] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:51:56,723] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:51:58,021] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:51:58,086] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:51:58,144] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:51:58,381] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:57:17,339] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:57:18,697] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 22:57:18,767] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 22:57:18,817] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:57:19,071] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 22:57:19,206] --------------Failed---------------
[INFO ] [2022-07-12 22:57:19,206] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 22:57:19,334] --------------Failed---------------
[INFO ] [2022-07-12 22:57:19,351] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 22:57:21,101] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 22:57:21,163] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 22:57:21,232] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 22:57:21,475] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 22:57:21,510] --------------Failed---------------
[INFO ] [2022-07-12 22:59:57,143] --------------Failed---------------
[INFO ] [2022-07-12 22:59:57,177] --------------Passed---------------
[INFO ] [2022-07-12 22:59:59,453] --------------Failed---------------
[INFO ] [2022-07-12 23:00:01,858] --------------Passed---------------
[INFO ] [2022-07-12 23:00:06,838] --------------Failed---------------
[INFO ] [2022-07-12 23:00:06,852] --------------Passed---------------
[INFO ] [2022-07-12 23:00:06,860] --------------Passed---------------
[INFO ] [2022-07-12 23:00:14,339] --------------Passed---------------
[INFO ] [2022-07-12 23:00:17,825] --------------Passed---------------
[INFO ] [2022-07-12 23:00:21,526] --------------Passed---------------
[INFO ] [2022-07-12 23:00:28,194] --------------Passed---------------
[INFO ] [2022-07-12 23:00:28,212] --------------Passed---------------
[INFO ] [2022-07-12 23:00:28,226] --------------Passed---------------
[INFO ] [2022-07-12 23:00:28,237] --------------Passed---------------
[INFO ] [2022-07-12 23:00:35,988] --------------Passed---------------
[INFO ] [2022-07-12 23:05:53,740] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:05:55,472] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 23:05:55,531] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 23:05:55,590] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:05:55,832] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 23:05:55,882]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:05:55,884] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 23:05:55,925]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:05:56,151] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:05:57,413] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 23:05:57,483] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 23:05:57,530] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:05:57,765] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 23:05:57,797]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:09:52,755] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:09:54,018] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 23:09:54,083] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 23:09:54,147] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:09:54,401] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 23:09:54,487]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:09:54,488] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 23:09:54,596]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:09:54,872] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:09:56,282] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 23:09:56,338] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 23:09:56,384] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:09:56,621] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 23:09:56,679]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:12:14,842] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:12:16,314] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 23:12:16,411] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 23:12:16,512] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:12:17,322] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 23:12:18,430]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:12:18,430] Login - Step 6: Verify Error message at password textbox when empty
[INFO ] [2022-07-12 23:12:19,565]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:12:19,574] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:12:21,334] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 23:12:21,391] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 23:12:21,432] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:12:22,160] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 23:12:22,188]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-07-12 23:20:38,106] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:20:39,282] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 23:20:39,342] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 23:20:39,392] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:20:39,623] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 23:20:39,884] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:20:41,148] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 23:20:41,200] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 23:20:41,248] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:20:41,516] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-12 23:39:53,220] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:39:54,482] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-12 23:39:54,560] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-12 23:39:54,612] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:39:54,866] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-12 23:39:54,969] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-12 23:39:56,234] Login - Step 2: Input invalid email to email textbox
[INFO ] [2022-07-12 23:39:56,285] Login - Step 3: Input valid password to password textbox
[INFO ] [2022-07-12 23:39:56,346] Login - Step 4: Click on Login button
[INFO ] [2022-07-12 23:39:56,580] Login - Step 5: Verify error message when inputting invalid email
[INFO ] [2022-07-13 00:05:16,985] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-13 00:05:18,411] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-13 00:05:18,474] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-13 00:05:18,540] Login - Step 4: Click on Login button
[INFO ] [2022-07-13 00:05:18,785] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-13 00:07:36,463] Login - Step 1: Click on My Account Link
[INFO ] [2022-07-13 00:07:37,675] Login - Step 2: Input empty to Email Textbox
[INFO ] [2022-07-13 00:07:37,777] Login - Step 3: Input empty to Password Textbox
[INFO ] [2022-07-13 00:07:37,880] Login - Step 4: Click on Login button
[INFO ] [2022-07-13 00:07:38,144] Login - Step 5: Verify Error message at email textbox when empty
[INFO ] [2022-07-19 23:11:06,047] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-19 23:11:07,218] Pre-condition - Step 2: Input to Email textbox
[INFO ] [2022-07-19 23:11:07,273] Pre-condition - Step 3: Input to Password textbox
[INFO ] [2022-07-19 23:11:07,321] Pre-condition - Step 4: Click to Login button
[INFO ] [2022-07-19 23:11:08,756] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-19 23:11:09,711] Edit account Information - Step 2: Edit first name textbox
[INFO ] [2022-07-19 23:11:09,780] Edit account Information - Step 3: Edit last name textbox
[INFO ] [2022-07-19 23:11:09,813] Edit account Information - Step 4: Input into current password textbox
[INFO ] [2022-07-19 23:11:09,843] Edit account Information - Step 5: Click on save button
[INFO ] [2022-07-19 23:11:11,110] Edit account Information - Step 6: Verify Success message
[INFO ] [2022-07-19 23:11:11,129]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-19 23:56:07,904] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-19 23:56:09,047] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-19 23:56:36,139] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-19 23:59:28,466] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-19 23:59:30,913] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-19 23:59:39,971] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:04:38,570] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-20 00:04:39,709] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-20 00:04:48,767] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:09:19,812] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-20 00:09:21,071] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-20 00:09:21,339] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:11:49,984] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-20 00:11:51,149] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-20 00:11:55,712] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:11:56,532] Edit account Information - Step 2: Edit first name textbox
[INFO ] [2022-07-20 00:11:56,590] Edit account Information - Step 3: Edit last name textbox
[INFO ] [2022-07-20 00:11:56,616] Edit account Information - Step 4: Input into current password textbox
[INFO ] [2022-07-20 00:11:56,644] Edit account Information - Step 5: Click on save button
[INFO ] [2022-07-20 00:11:57,888] Edit account Information - Step 6: Verify Success message
[INFO ] [2022-07-20 00:11:57,911]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-07-20 00:12:55,886] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-20 00:12:57,437] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-20 00:13:01,990] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:14:01,924] Pre-condition - Step 1: Click on My Account Link
[INFO ] [2022-07-20 00:14:03,173] Pre-condition - Step 2: Login by Cookie
[INFO ] [2022-07-20 00:14:07,363] Edit account Information - Step 1: Open Account information page
[INFO ] [2022-07-20 00:14:08,313] Edit account Information - Step 2: Edit first name textbox
[INFO ] [2022-07-20 00:14:08,366] Edit account Information - Step 3: Edit last name textbox
[INFO ] [2022-07-20 00:14:08,395] Edit account Information - Step 4: Input into current password textbox
[INFO ] [2022-07-20 00:14:08,419] Edit account Information - Step 5: Click on save button
[INFO ] [2022-07-20 00:14:09,563] Edit account Information - Step 6: Verify Success message
[INFO ] [2022-07-20 00:14:09,585]  -------------------------- PASSED -------------------------- 
